name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Tooba Women's Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81wD5nH62+L._AC_UL320_.jpg,https://www.amazon.in/Tooba-Handicraft-Embroidered-Velvet-Clutch/dp/B01N5XFUWM/ref=sr_1_75?qid=1679152726&s=apparel&sr=1-75,3.9,350,₹549,"₹3,499"
Caprese Faux Leather Women Wallet (Grey),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/A1UhioeVsKL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Nars-Womens-Wallet-Grey/dp/B07B95B8LK/ref=sr_1_76_mod_primary_new?qid=1679152726&s=apparel&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-76,4.2,124,₹989,"₹2,849"
Women's Shoulder Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71v5wxc0IxL._AC_UL320_.jpg,https://www.amazon.in/Fantosy-Womens-Maroon-Handbag-Fnb-325_079/dp/B075LK3DJ9/ref=sr_1_77?qid=1679152726&s=apparel&sr=1-77,3.8,"1,466",₹499,"₹1,899"
Butterflies Women Handbag with Wallet Combo Set of 2,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71KGRL6ZMNL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Handbag-Wallet-Orange/dp/B073WM55XG/ref=sr_1_78?qid=1679152726&s=apparel&sr=1-78,4.1,808,"₹1,199","₹6,499"
Caprese Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610j6OHJMIL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Phoenix-Womens-Sling-Beige/dp/B07DQW24CB/ref=sr_1_79?qid=1679152726&s=apparel&sr=1-79,4.1,256,₹999,"₹2,399"
"SPHINX Men's Leatherette Cross-Body Sling Bag (Dark Brown, 25 x 22 x 7 cm)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81EKvRAp2+L._AC_UL320_.jpg,https://www.amazon.in/Sphinx-Sampre-Cross-Body-Sling-Brown/dp/B06XVS1FYP/ref=sr_1_80?qid=1679152726&s=apparel&sr=1-80,3.9,"1,465",₹499,"₹1,299"
Lavie Cetan Hard Flap Sling Bag | Ladies Purse Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71TsPtMDgPL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Cetan-Womens-Sling-Black/dp/B07G8F1K5Q/ref=sr_1_81?qid=1679152726&s=apparel&sr=1-81,3.9,272,₹921,"₹3,199"
"Goatter Genuine Leather 9"" Unisex Messenger Bag",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81iN1jsp-WL._AC_UL320_.jpg,https://www.amazon.in/Goatter-Leather-Brown-Messenger-Bag/dp/B076FT5HYB/ref=sr_1_82?qid=1679152726&s=apparel&sr=1-82,3.6,160,"₹1,150","₹6,299"
WILD MODA F-TRACK WOMEN'S SHOULDER BAG,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51piBYRSBGL._AC_UL320_.jpg,https://www.amazon.in/WILD-MODA-Womens-Tote-Wmwb0139_Multicolor/dp/B01JS15DZ8/ref=sr_1_83?qid=1679152726&s=apparel&sr=1-83,4.2,395,₹699,"₹1,699"
Butterflies Synthetic Women's Wallet,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61AWlBErIVL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-BNS-2055-Womens-Wallet/dp/B00IJ8CNKU/ref=sr_1_84?qid=1679152726&s=apparel&sr=1-84,4.0,"1,038",₹379,"₹1,299"
FLYING BERRY Women's Handbag with Sling Bag (Set of 2),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91nutB3NrhL._AC_UL320_.jpg,https://www.amazon.in/Flying-berry-Womens-Handbag-COMBO/dp/B0799GXCRM/ref=sr_1_85?qid=1679152726&s=apparel&sr=1-85,4.3,"1,393","₹2,299","₹6,000"
Lapis O Lupo Women Fashion Vagan Leather Handbags Top Handle Purse With Sling,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81MH2a4WSWL._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Women-Handbag-Tourquise/dp/B0793VF4KS/ref=sr_1_86?qid=1679152726&s=apparel&sr=1-86,4.0,906,₹899,"₹2,199"
"H&B Jute bags for lunch with zip (Print: Pattern 2, Black, Size: 11x10x6 Inch)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/710HVcLD9JL._AC_UL320_.jpg,https://www.amazon.in/Mens-Jute-Multicolour-Lunch-Bag/dp/B06XW9BSL3/ref=sr_1_87?qid=1679152726&s=apparel&sr=1-87,3.9,108,₹299,₹999
Lorna Imported Women's PU Leather Designer Long Zipper Wallet - Black,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51VIJCJXZgL._AC_UL320_.jpg,https://www.amazon.in/Lorna-Women-Designer-Zipper-Wallet/dp/B073872G28/ref=sr_1_88?qid=1679152726&s=apparel&sr=1-88,4.0,684,₹549,"₹1,999"
KLEIO Girls' & Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61wI+7q0h7L._AC_UL320_.jpg,https://www.amazon.in/Kleio-Womens-Quilted-Black-Sling/dp/B079DTFDN5/ref=sr_1_89?qid=1679152726&s=apparel&sr=1-89,4.1,591,₹643,"₹1,399"
Caprese Sienna Women's Satchel (Blush),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61y9YZA+pmL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Sienna-Womens-Satchel-Blush/dp/B07GYC1Q18/ref=sr_1_90?qid=1679152726&s=apparel&sr=1-90,3.9,76,"₹1,435","₹3,299"
Hidesign Women's Tote Bag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81AtBtau2TL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-LIBRA-02-MELBOURNE-RANCH-SNAKE/dp/B0773VH2LR/ref=sr_1_91?qid=1679152726&s=apparel&sr=1-91,3.9,47,"₹3,919","₹8,195"
Hidesign Women's Shoulder Bag (Red),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81QDJtW+SFL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Shoulder-Bag-Red/dp/B01H1TUMQE/ref=sr_1_92?qid=1679152726&s=apparel&sr=1-92,3.9,39,"₹4,976","₹10,495"
H&B Tote Bag (DINE4BLK-P_Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61wHku60MML._AC_UL320_.jpg,https://www.amazon.in/Womens-Handbag-Black-11x9x6-Inches/dp/B015YNABKG/ref=sr_1_93?qid=1679152726&s=apparel&sr=1-93,3.5,66,₹315,₹599
URBAN FOREST Skylar Black/Red Leather Wallets & Keyring Combo Gift Set for Men &Women,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81E-rMBLzrL._AC_UL320_.jpg,https://www.amazon.in/Urban-Forest-Black-Leather-Wallet/dp/B07B3QHT5L/ref=sr_1_94?qid=1679152726&s=apparel&sr=1-94,4.3,184,"₹1,265","₹3,000"
LEADERACHI Vintage Pure Hunter Leather Sling Bag For Mens.,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61SiPfwNghL._AC_UL320_.jpg,https://www.amazon.in/LEADERACHI-Hunter-Leather-Messenger-Sassari-Muskat/dp/B00W97EM4M/ref=sr_1_95?qid=1679152726&s=apparel&sr=1-95,4.1,"1,376","₹2,196","₹4,999"
COSMUS Stitchwell Cross Body Sling Bag shoulder side bag multipurpose 10 inch Tablet,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71X40Td8G2L._AC_UL320_.jpg,https://www.amazon.in/COSMUS-Polyester-Black-Cross-Body-Unisex/dp/B01E3Z7NP2/ref=sr_1_96?qid=1679152726&s=apparel&sr=1-96,4.0,271,₹572,₹673
Caprese Women's Wallet (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81-2fTfQ6KL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Kiko-Womens-Wallet-Blue/dp/B07D3XZMF2/ref=sr_1_97?qid=1679152726&s=apparel&sr=1-97,4.3,173,₹669,"₹2,999"
LAPIS O LUPO Women Fashion Mobile Cross-body Leatherette Adjustable Sling Bags…,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81ziYdKX2OL._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Bleue-Womens-Mobile/dp/B075L8VV3S/ref=sr_1_98?qid=1679152726&s=apparel&sr=1-98,4.1,768,₹519,"₹1,099"
Hidesign Women's Shoulder Bag (Emerald Green Lobster),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71eAe727uoL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Shoulder-Emerald-Lobster/dp/B071GY1QBX/ref=sr_1_99?qid=1679152726&s=apparel&sr=1-99,4.5,32,"₹6,012","₹6,295"
COSMUS Unisex Sling Bag (Black and P.Green),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71r19MycPDL._AC_UL320_.jpg,https://www.amazon.in/COSMUS-5L-Black-Messenger-Bag/dp/B01FVJIY5C/ref=sr_1_100?qid=1679152726&s=apparel&sr=1-100,4.1,138,₹611,"₹1,099"
Urban Forest Natalie Leather Wallets for Women,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/710NjfPjhZL._AC_UL320_.jpg,https://www.amazon.in/Urban-Forest-Natalie-Womens-Wallet/dp/B01BF53QNQ/ref=sr_1_101?qid=1679152726&s=apparel&sr=1-101,4.3,181,,₹795
fantosy women shoulder bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Xmb-qYOdL._AC_UL320_.jpg,https://www.amazon.in/Fantosy-Grey-women-shoulder-FNB-739/dp/B079M71NPK/ref=sr_1_102?qid=1679152726&s=apparel&sr=1-102,3.8,782,₹499,"₹1,899"
I Define You Women's Handbag with Wallet (Set of 2),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61cdOapEh-L._AC_UL320_.jpg,https://www.amazon.in/Define-You-Combo-Handbag-Wallet/dp/B07D8YFRF8/ref=sr_1_103?qid=1679152726&s=apparel&sr=1-103,4.1,114,"₹1,279","₹1,379"
Hidesign Women's Shoulder Bag (Bronze),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91nqxI3FXLL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-EOSS-Womens-Shoulder-Bag/dp/B071XH829X/ref=sr_1_101?qid=1679152727&s=apparel&sr=1-101,3.6,26,"₹4,429","₹8,495"
KLEIO Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81cIZpi5HpL._AC_UL320_.jpg,https://www.amazon.in/Kleio-Womens-Sling-Eco2011Kl-M3-Multicolor/dp/B0792C5Z7Y/ref=sr_1_102?qid=1679152727&s=apparel&sr=1-102,4.1,"1,279",₹687,"₹1,299"
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61UD5ykDhUL._AC_UL320_.jpg,https://www.amazon.in/Fostelo-Ocean-Side-Womens-Handbag/dp/B00WWH415Y/ref=sr_1_103?qid=1679152727&s=apparel&sr=1-103,4.2,971,₹699,"₹3,199"
Gracetop Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71qtYP6hqXL._AC_UL320_.jpg,https://www.amazon.in/Gracetop-Womens-Handbag-Pink-Lp-Pink/dp/B013I2ZF0Q/ref=sr_1_104?qid=1679152727&s=apparel&sr=1-104,3.6,"2,612",₹329,₹999
FLYING BERRY Women's Hand Bag (COMBO PACK OF 2),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91lrubglrTL._AC_UL320_.jpg,https://www.amazon.in/FLYING-BERRY-Womens-Handbag-Grey_Fb-2097-Combo/dp/B01MTUV1BH/ref=sr_1_105?qid=1679152727&s=apparel&sr=1-105,4.1,393,"₹1,999","₹5,500"
Caprese Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91rI7sZWfEL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Grenda-Womens-Wallet-Pink/dp/B07D3XKP9G/ref=sr_1_106?qid=1679152727&s=apparel&sr=1-106,4.1,603,₹749,"₹2,149"
"H&B Men's and Women's Marine Life Fish Printed Jute Bag with Zip (Blue, 11x10x6 Inch)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81YEW7hOYdL._AC_UL320_.jpg,https://www.amazon.in/Unisex-Jute-Lunch-11x10x6-Inches/dp/B07GWHSLVG/ref=sr_1_107?qid=1679152727&s=apparel&sr=1-107,3.8,30,₹350,₹599
fantosy Women's Shoulder Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71rwef1edsL._AC_UL320_.jpg,https://www.amazon.in/fantosy-Leather-Design-shoulder-FNB-758/dp/B07C4TXBNZ/ref=sr_1_108?qid=1679152727&s=apparel&sr=1-108,3.6,446,₹499,"₹1,599"
PARADOX (LABEL) Girls' & Women's Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81GU59igdXL._AC_UL320_.jpg,https://www.amazon.in/PARADOX-LABEL-Clutches-Evening-Handbags/dp/B079RH3HSW/ref=sr_1_109?qid=1679152727&s=apparel&sr=1-109,4.3,443,,₹999
Maango Sitar Sling Bag for Girls Kids,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/41iAxzj72oL._AC_UL320_.jpg,https://www.amazon.in/Mango-Fancy-Womens-Collage-office/dp/B074DG1LKW/ref=sr_1_110?qid=1679152727&s=apparel&sr=1-110,3.6,63,₹298,₹999
Fantosy Maroon handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91j0v2cUEAL._AC_UL320_.jpg,https://www.amazon.in/Fantosy-Womens-Handbag-Maroon-Fnb-228/dp/B01BNT32BK/ref=sr_1_111?qid=1679152727&s=apparel&sr=1-111,3.9,840,₹499,"₹1,799"
Butterflies Women's Sling Bag (Dark Peach) (BNS 0610DPCH),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61BjIpSQOHL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Sling-Dark-Peach/dp/B06VY8BPD8/ref=sr_1_112?qid=1679152727&s=apparel&sr=1-112,4.0,88,₹649,"₹4,399"
Tickles Soft Sling Bags for Girls,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/7140xFa+-PL._AC_UL320_.jpg,https://www.amazon.in/Tickles-Girls-Sling-Pink-At-B233/dp/B01DKKUZII/ref=sr_1_113?qid=1679152727&s=apparel&sr=1-113,3.4,47,₹449,₹998
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61UN5dXwhBL._AC_UL320_.jpg,https://www.amazon.in/Fostelo-Elite-Womens-Handbag-Beige/dp/B01LQGXIPU/ref=sr_1_114?qid=1679152727&s=apparel&sr=1-114,3.9,"1,330",₹629,"₹2,399"
Butterflies Women's Pu Wallet For Ladies and Girls,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/712NkeSsA7L._AC_UL320_.jpg,https://www.amazon.in/Butterflies-BNS-2391BL-Womens-Wallet/dp/B06WRWX1CN/ref=sr_1_115?qid=1679152727&s=apparel&sr=1-115,4.1,357,₹384,"₹3,399"
Cetan Zip Flap Over Sling bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71ee-cQ6gDL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Cetan-Womens-Sling-Bag/dp/B07G84MK41/ref=sr_1_116?qid=1679152727&s=apparel&sr=1-116,4.1,162,₹809,"₹3,190"
Caprese Women's Wallet (Plum),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71zDDo5QVgL._AC_UL320_.jpg,https://www.amazon.in/Caprese-WTANDLGPLM-Womens-Wallet-Plum/dp/B075T46Y8T/ref=sr_1_120?qid=1679152727&s=apparel&sr=1-120,4.3,8,₹945,"₹1,399"
KLEIO Girls' & Women's Sling Bag (ESD5001KL),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81WV4tLgixL._AC_UL320_.jpg,https://www.amazon.in/Kleio-Beautiful-Stylish-Sling-Girls/dp/B0787Y9ZNH/ref=sr_1_121?qid=1679152727&s=apparel&sr=1-121,4.2,"1,083",₹643,"₹1,399"
"Belladona Cotton Full Mirror Work ( WRK_44, Rani Pink)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71izM2AWcJL._AC_UL320_.jpg,https://www.amazon.in/Belladona-Cotton-Full-Mirror-WRK_44/dp/B077T4684W/ref=sr_1_122?qid=1679152727&s=apparel&sr=1-122,3.8,28,₹225,₹899
PARADOX (LABEL) Women's Clutch,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/91QxJ2JOJeL._AC_UL320_.jpg,https://www.amazon.in/PARADOX-LABEL-Glitter-Rhinestone-Evening/dp/B07D5W2V3F/ref=sr_1_123?qid=1679152727&s=apparel&sr=1-123,4.1,363,,₹999
Bombay Haat Women's Potli Bag (Multicolour),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81f4lqzqvfL._AC_UL320_.jpg,https://www.amazon.in/Bombay-Haat-Velvet-Womens-Potlis/dp/B07CH8Q9CC/ref=sr_1_124?qid=1679152727&s=apparel&sr=1-124,4.3,133,₹499,"₹1,200"
Urban Forest Spencer Leather Wallet Combo Gift Set,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81ZVCRG6lRL._AC_UL320_.jpg,https://www.amazon.in/Urban-Forest-Spencer-Leather-Wallet/dp/B07B3QB65J/ref=sr_1_125?qid=1679152727&s=apparel&sr=1-125,4.2,"1,192","₹1,309","₹3,000"
Hidesign Women's Shoulder Bag (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/812-q9ZKuhL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-Womens-Shoulder-Midnight-Lobster/dp/B071XH7BN6/ref=sr_1_126?qid=1679152727&s=apparel&sr=1-126,3.9,24,"₹5,109","₹7,795"
Butterflies Women's Handbag Ladies Purse Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/31PUlF8TLqL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-BNS-0580CRM-Womens-Handbags/dp/B01BWJOR0G/ref=sr_1_127?qid=1679152727&s=apparel&sr=1-127,4.0,257,₹899,"₹4,299"
FLYING BERRY Backpack,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81Ktzq9fLZL._AC_UL320_.jpg,https://www.amazon.in/Flying-Womens-Handbag-FB-2161/dp/B074FWSR8V/ref=sr_1_128?qid=1679152727&s=apparel&sr=1-128,4.2,357,"₹1,799","₹5,500"
"Kuber Industriestm Women Stylish Handbag Fully Laminated (Traditional Design), Pink (BG0123)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71siMq24JgL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Womens-Laminated-Handbag/dp/B0759R6N8Z/ref=sr_1_129?qid=1679152727&s=apparel&sr=1-129,3.7,29,,₹379
Lapis O Lupo Handbags for Women Fashion Ladies Faux Leather Top Handle Satchel with Sling,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61kYRhNpQcL._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Womens-Handbag-Llhb0012Be/dp/B01HXRHKDW/ref=sr_1_130?qid=1679152727&s=apparel&sr=1-130,4.0,977,₹784,"₹1,699"
Lychee bags Women PU Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61LrcWMbYOL._AC_UL320_.jpg,https://www.amazon.in/Lychee-Bags-Girls-Green-Sling/dp/B01N9P9BVA/ref=sr_1_131?qid=1679152727&s=apparel&sr=1-131,3.8,357,₹989,"₹2,499"
Hidesign Women's Shoulder Bag (Orange),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81WAoq0J-WL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-EOSS-Womens-Shoulder-Lobster/dp/B071GY4DF7/ref=sr_1_132?qid=1679152727&s=apparel&sr=1-132,3.9,20,"₹6,086.50","₹8,195"
Fantosy Messenger Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71MpxIjuCjL._AC_UL320_.jpg,https://www.amazon.in/Fantosy-Polyester-Front-Sidebag-Mb-046/dp/B078ZC36VX/ref=sr_1_133?qid=1679152727&s=apparel&sr=1-133,3.9,781,₹499,"₹1,599"
Hidesign Women's Clutch (Blue),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81C5y-FPvrL._AC_UL320_.jpg,https://www.amazon.in/Hidesign-VIRGO-MELBOURNE-RANCH-SNAKE/dp/B0773SZW7F/ref=sr_1_134?qid=1679152727&s=apparel&sr=1-134,4.1,19,"₹1,849","₹3,995"
"Fostelo Women's Polyurethane Style Handbag With 1 Zip With 2 Compartments, 1 inside Zip Pocket And 1 Back Zip Pocket",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61vH04mJKxL._AC_UL320_.jpg,https://www.amazon.in/Fostelo-Style-Womens-Handbag-Cream/dp/B01M17MY0O/ref=sr_1_135?qid=1679152727&s=apparel&sr=1-135,3.5,380,₹629,"₹2,399"
Right Choice Women's Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/615BhbtVXLL._AC_UL320_.jpg,https://www.amazon.in/Right-Choice-Womens-Shoulder-white/dp/B0778VQRS5/ref=sr_1_136?qid=1679152727&s=apparel&sr=1-136,3.4,772,₹599,"₹2,299"
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61g+NZliV8L._AC_UL320_.jpg,https://www.amazon.in/Fostelo-Jessy-Stylish-Womens-Handbag/dp/B00Z0NL9F2/ref=sr_1_137?qid=1679152727&s=apparel&sr=1-137,3.9,"4,102",₹629,"₹2,399"
PUMA Women's Luxe Mesh Tight,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61WOksq+1pL._AC_UL320_.jpg,https://www.amazon.in/PUMA-Womens-Luxe-Tight-Black/dp/B07BHFW5R2/ref=sr_1_138?qid=1679152727&s=apparel&sr=1-138,4.2,25,,"₹10,221.18"
MARK & KEITH Women Handbag (Black),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71VcZidgShL._AC_UL320_.jpg,https://www.amazon.in/Keith-Handbag-MBG-0538-BK/dp/B07DMMGWD8/ref=sr_1_139?qid=1679152727&s=apparel&sr=1-139,3.7,145,₹749,"₹4,199"
KLEIO Women's Sling Bag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/81KZQ83-+lL._AC_UL320_.jpg,https://www.amazon.in/Kleio-Womens-Printed-Cross-Eco2002Kl-Blt/dp/B0713X1CVC/ref=sr_1_140?qid=1679152727&s=apparel&sr=1-140,3.9,404,₹732,"₹1,499"
"AS Grabion Polyester Messenger Bag, 20",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71kodbQNzML._AC_UL320_.jpg,https://www.amazon.in/AS-Grabion-Polyester-Messenger-01mgasgblack/dp/B07BD2RGJX/ref=sr_1_141?qid=1679152727&s=apparel&sr=1-141,4.1,"1,327",,
kanvas katha Women Sling Bag (Black)(KKRJQ012),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/A13+jzh8pML._AC_UL320_.jpg,https://www.amazon.in/Kanvas-Katha-Womens-Sling-Black/dp/B01MPWFI39/ref=sr_1_142?qid=1679152727&s=apparel&sr=1-142,3.8,160,₹499,"₹1,499"
TipTop Women's Peach Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/61Yvpbn9p-L._AC_UL320_.jpg,https://www.amazon.in/TipTop-Womens-Peach-Handbag/dp/B07BV1V52F/ref=sr_1_143?qid=1679152727&s=apparel&sr=1-143,3.5,178,₹329,₹899
new balance Women's W990v4 Running Shoes,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/41aZIH6fWUL._AC_UL320_.jpg,https://www.amazon.in/new-balance-Running-990V4-Pink/dp/B0752263HJ/ref=sr_1_144?qid=1679152727&s=apparel&sr=1-144,,,,"₹34,556.54"
Butterflies Women Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/713P388YPgL._AC_UL320_.jpg,https://www.amazon.in/Butterflies-Womens-Handbag-BNS-0588BK/dp/B01D9YTPCW/ref=sr_1_145?qid=1679152727&s=apparel&sr=1-145,4.0,170,₹824,"₹3,699"
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Wome...,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71SYJrWwkUL._AC_UL320_.jpg,https://www.amazon.in/Fostelo-Spring-Womens-Handbag-Maroon/dp/B07CBJRVDQ/ref=sr_1_146?qid=1679152727&s=apparel&sr=1-146,4.1,272,₹595,"₹2,199"
MARK & KEITH Women Handbag,stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/412ODC2iP2L._AC_UL320_.jpg,https://www.amazon.in/Keith-Handbag-MBG-0492-PCH/dp/B077FVM3ZS/ref=sr_1_147?qid=1679152727&s=apparel&sr=1-147,3.9,105,₹799,"₹3,499"
SPHINX Artificial Leather Long flap Cross-body Regular Sling Bag for men/boys - Dark Brown (L x B x H: 25 x 22 x 7 cm),stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/51cBLLis7jL._AC_UL320_.jpg,https://www.amazon.in/SPHINX-Artificial-Leather-Cross-body-Regular/dp/B072LYWJZK/ref=sr_1_148?qid=1679152727&s=apparel&sr=1-148,3.7,164,₹449,"₹1,299"
"Fantosy Three Partition Women's Handbag (FNB-124, Maroon)",stores,Fashion Sales & Deals,https://m.media-amazon.com/images/I/71Rk-qB4feL._AC_UL320_.jpg,https://www.amazon.in/Fantosy-Partition-Womens-Handbag-FNB-124/dp/B015OFC98Q/ref=sr_1_149?qid=1679152727&s=apparel&sr=1-149,3.7,"1,205",₹499,"₹1,899"
